的	-3.62416
是	-3.88181
不	-3.92973
有	-4.33425
一	-4.43342
人	-4.46567
了	-4.52434
就	-4.5866
要	-4.81264
這	-4.8241
我	-4.86665
你	-4.91774
在	-4.91893
會	-4.94969
都	-4.98823
沒	-4.99054
好	-5.01422
國	-5.07709
還	-5.11344
來	-5.11375
到	-5.16783
大	-5.21267
臺	-5.228
以	-5.23556
d	-5.26319
個	-5.30077
看	-5.30164
也	-5.31311
麼	-5.36543
可	-5.37888
說	-5.40238
他	-5.43932
中	-5.45682
很	-5.46733
上	-5.47958
多	-5.49867
去	-5.55905
那	-5.56746
嗎	-5.57941
為	-5.61844
能	-5.64799
民	-5.66487
出	-5.66859
過	-5.68389
0	-5.69849
家	-5.70979
真	-5.71305
自	-5.73033
只	-5.75999
灣	-5.77568
下	-5.7993
本	-5.80796
用	-5.81076
被	-5.81522
啊	-5.82917
跟	-5.86216
樣	-5.86326
得	-5.86403
當	-5.87509
後	-5.89878
小	-5.90701
想	-5.90934
時	-5.91831
年	-5.91976
文	-5.96068
天	-5.97876
1	-5.99581
道	-6.00348
生	-6.01302
然	-6.04456
現	-6.06615
黨	-6.06726
吧	-6.07861
對	-6.09162
比	-6.1105
法	-6.11846
阿	-6.12173
2	-6.15033
們	-6.15889
前	-6.15994
子	-6.16566
事	-6.16895
什	-6.17017
p	-6.1867
開	-6.19197
才	-6.19414
學	-6.202
打	-6.21968
o	-6.22657
新	-6.23752
知	-6.24819
t	-6.25121
點	-6.25328
x	-6.25557
最	-6.26329
成	-6.29034
問	-6.30747
己	-6.3134
高	-6.31359
公	-6.3181
機	-6.31983
選	-6.32233
種	-6.33595
果	-6.35853
老	-6.36293
心	-6.36846
該	-6.37073
但	-6.39071
又	-6.39192
正	-6.39208
吃	-6.39608
發	-6.40195
政	-6.40505
怎	-6.40553
女	-6.42098
實	-6.42101
定	-6.42135
太	-6.423
啦	-6.44027
長	-6.44608
全	-6.46696
錢	-6.48329
明	-6.48385
給	-6.4877
所	-6.49029
覺	-6.4943
外	-6.49624
意	-6.50582
主	-6.50723
日	-6.51372
而	-6.51606
應	-6.51619
起	-6.51646
工	-6.52085
地	-6.52118
無	-6.52129
做	-6.53134
幹	-6.54139
如	-6.54204
面	-6.54584
馬	-6.54693
話	-6.54763
推	-6.55479
次	-6.57292
因	-6.57671
a	-6.57809
分	-6.5876
之	-6.59137
其	-6.59325
行	-6.59346
死	-6.61072
經	-6.61994
買	-6.62852
回	-6.63039
三	-6.63183
北	-6.63637
美	-6.63787
車	-6.64176
少	-6.64754
再	-6.65038
力	-6.65306
反	-6.65851
別	-6.65951
k	-6.66108
m	-6.66479
理	-6.67646
些	-6.6766
已	-6.69185
講	-6.69387
e	-6.69843
同	-6.69876
手	-6.7051
加	-6.71121
方	-6.71399
重	-6.71991
像	-6.72204
讓	-6.72359
直	-6.7267
幾	-6.72947
市	-6.73606
題	-6.7426
水	-6.74776
把	-6.74953
兩	-6.75652
關	-6.7613
超	-6.76481
i	-6.76537
算	-6.76904
進	-6.76981
3	-6.77277
業	-6.78501
連	-6.78614
和	-6.79303
立	-6.79497
者	-6.80046
作	-6.8093
喔	-6.82255
電	-6.82307
原	-6.82743
名	-6.83046
5	-6.83138
難	-6.83877
堆	-6.8453
先	-6.85087
快	-6.86079
八	-6.86452
放	-6.86599
動	-6.87067
哪	-6.87768
拿	-6.87785
員	-6.8794
等	-6.88874
代	-6.88988
體	-6.89804
常	-6.90193
部	-6.90504
根	-6.91282
認	-6.91301
英	-6.91968
統	-6.92658
較	-6.92982
教	-6.93417
c	-6.94133
感	-6.9489
錯	-6.94891
r	-6.95513
萬	-6.95993
s	-6.96185
請	-6.96606
完	-6.97664
結	-6.97901
友	-6.97983
場	-6.98162
愛	-6.98263
裡	-7.00141
頭	-7.00721
支	-7.00746
路	-7.0167
間	-7.01821
表	-7.01847
記	-7.02945
變	-7.03744
接	-7.03809
6	-7.05729
票	-7.05979
東	-7.06139
投	-7.06263
內	-7.06449
誰	-7.06891
叫	-7.07113
戰	-7.08151
樓	-7.08346
性	-7.08637
9	-7.09085
情	-7.10145
更	-7.10767
她	-7.11495
合	-7.11576
差	-7.11988
持	-7.12118
身	-7.12294
金	-7.13011
4	-7.13043
邊	-7.13077
著	-7.131
n	-7.13231
第	-7.13457
宅	-7.14526
空	-7.14722
男	-7.14798
總	-7.14879
強	-7.1492
告	-7.15299
8	-7.15401
g	-7.16173
信	-7.16802
度	-7.16884
賣	-7.17366
笑	-7.17496
聽	-7.17627
l	-7.18468
哈	-7.18846
假	-7.195
位	-7.20017
西	-7.20262
w	-7.20412
保	-7.20516
版	-7.20996
師	-7.21086
通	-7.2219
找	-7.22269
候	-7.22405
軍	-7.22627
資	-7.22705
光	-7.23783
神	-7.24579
便	-7.24588
每	-7.25017
白	-7.25376
搞	-7.25493
平	-7.26483
報	-7.26772
物	-7.27328
幫	-7.27876
氣	-7.28031
於	-7.28031
柯	-7.28326
數	-7.285
議	-7.28626
相	-7.2902
費	-7.29131
航	-7.29167
早	-7.29315
從	-7.29472
論	-7.29531
卦	-7.29714
爽	-7.2987
化	-7.30018
改	-7.30127
月	-7.30331
南	-7.30373
黑	-7.30792
收	-7.31171
管	-7.31476
解	-7.32067
安	-7.32076
風	-7.32879
妹	-7.33285
底	-7.34074
退	-7.34094
單	-7.34148
今	-7.34181
b	-7.34203
利	-7.3432
臉	-7.34805
產	-7.34872
價	-7.34913
花	-7.34916
掉	-7.35223
媽	-7.35648
清	-7.35855
司	-7.35886
考	-7.36271
準	-7.36305
照	-7.36464
怪	-7.37076
聞	-7.37273
證	-7.37949
爛	-7.38245
腦	-7.38348
商	-7.38362
共	-7.38597
敢	-7.38633
口	-7.38669
王	-7.39029
義	-7.39412
官	-7.40046
提	-7.40545
二	-7.4056
制	-7.40993
玩	-7.41095
廢	-7.41607
整	-7.4163
目	-7.41653
何	-7.41843
華	-7.42027
入	-7.42729
辦	-7.42732
爆	-7.43145
篇	-7.44839
/	-7.45277
或	-7.4533
7	-7.4537
剛	-7.45578
肥	-7.45831
狗	-7.45971
府	-7.46023
片	-7.46119
越	-7.46289
客	-7.46958
務	-7.47
世	-7.47099
油	-7.47177
網	-7.47276
張	-7.47757
影	-7.48086
走	-7.48149
懂	-7.49284
五	-7.49584
近	-7.49895
期	-7.50354
飛	-7.50729
班	-7.50929
門	-7.51198
換	-7.5129
房	-7.51457
住	-7.51626
字	-7.51811
呢	-7.51865
視	-7.51906
書	-7.52112
品	-7.52236
活	-7.53015
低	-7.5309
球	-7.53262
見	-7.5358
拉	-7.54014
區	-7.54043
屁	-7.5434
團	-7.54495
滿	-7.54536
交	-7.54549
十	-7.54719
權	-7.54868
夠	-7.54914
處	-7.55149
調	-7.552
科	-7.55608
啥	-7.56496
嘛	-7.56558
亂	-7.56687
害	-7.57156
殺	-7.57445
轉	-7.57855
靠	-7.5818
受	-7.58223
包	-7.58359
海	-7.58365
帶	-7.58443
基	-7.58804
跑	-7.5896
任	-7.59064
言	-7.59675
特	-7.60421
卡	-7.61154
界	-7.61523
治	-7.62016
怕	-7.6232
h	-7.6237
社	-7.62384
與	-7.62491
寫	-7.6263
專	-7.63145
店	-7.63587
板	-7.63986
林	-7.64193
非	-7.64595
舉	-7.64777
醫	-7.64983
至	-7.65131
運	-7.65317
始	-7.65504
程	-7.66116
朱	-7.66272
且	-7.66686
警	-7.66947
院	-7.66965
鄉	-7.67278
服	-7.6737
建	-7.6753
喜	-7.6762
領	-7.68706
q	-7.69
裝	-7.69027
噓	-7.69106
百	-7.69123
討	-7.69279
賺	-7.69637
倒	-7.69837
護	-7.69847
紅	-7.69989
半	-7.7003
九	-7.70163
謝	-7.70984
檢	-7.71084
孩	-7.71825
量	-7.7203
線	-7.72049
標	-7.72105
y	-7.7223
除	-7.72416
色	-7.72817
四	-7.73
由	-7.73628
觀	-7.73727
歡	-7.73956
確	-7.74355
級	-7.75176
薪	-7.75729
久	-7.7577
續	-7.76035
朋	-7.76108
u	-7.76206
站	-7.76359
垃	-7.76389
圾	-7.76938
查	-7.77607
罵	-7.77909
流	-7.7812
排	-7.78151
某	-7.78157
演	-7.78411
各	-7.78448
f	-7.78589
料	-7.78606
嘴	-7.78843
向	-7.79123
消	-7.79418
質	-7.79493
需	-7.79661
耶	-7.79703
案	-7.80911
委	-7.81077
示	-7.81165
隊	-7.81635
式	-7.81779
件	-7.81872
失	-7.8212
眼	-7.82287
頂	-7.82724
念	-7.82861
造	-7.82918
元	-7.82923
洗	-7.83073
陸	-7.83333
哥	-7.83761
容	-7.84364
柱	-7.84498
思	-7.84737
喝	-7.8508
系	-7.85325
望	-7.85473
拍	-7.86281
傳	-7.86466
號	-7.86699
智	-7.8696
魯	-7.87058
鬼	-7.87245
營	-7.87335
類	-7.8735
格	-7.87706
士	-7.87825
條	-7.88459
山	-7.88767
概	-7.89176
奶	-7.89601
節	-7.89684
決	-7.89988
龍	-7.90099
補	-7.90332
習	-7.90447
察	-7.90637
綠	-7.90861
語	-7.91039
識	-7.91186
德	-7.91339
獨	-7.91869
味	-7.91886
肉	-7.91993
星	-7.92241
藍	-7.92337
聲	-7.92392
求	-7.92524
養	-7.92526
遊	-7.92768
跳	-7.92884
校	-7.92976
蔡	-7.93108
組	-7.93449
聯	-7.93528
規	-7.93744
指	-7.94358
食	-7.95038
職	-7.95529
將	-7.95538
兵	-7.95588
樂	-7.96187
火	-7.96316
送	-7.96357
輕	-7.97489
計	-7.97498
音	-7.97578
惹	-7.97717
導	-7.97805
備	-7.97832
希	-7.98299
圖	-7.98948
z	-7.99424
約	-7.9943
棒	-7.99943
參	-8.00468
騙	-8.00916
奇	-8.0195
香	-8.02239
取	-8.02482
雞	-8.02892
酸	-8.02985
必	-8.03086
破	-8.03921
v	-8.03953
爭	-8.04357
遠	-8.04512
千	-8.04733
群	-8.04866
卻	-8.05112
未	-8.05371
勞	-8.06238
功	-8.06541
爸	-8.06582
巴	-8.06629
親	-8.06836
律	-8.06853
豬	-8.06894
係	-8.07013
甚	-8.07314
段	-8.07471
精	-8.07612
抓	-8.07722
斯	-8.07873
晚	-8.07979
黃	-8.08229
及	-8.08373
絕	-8.0881
恐	-8.09566
繼	-8.09722
韓	-8.10025
命	-8.10099
母	-8.10242
雄	-8.10685
李	-8.10993
媒	-8.10997
歲	-8.11362
設	-8.11399
歐	-8.11489
讀	-8.11522
負	-8.11565
停	-8.12272
留	-8.12344
限	-8.12346
輸	-8.12459
倫	-8.12681
救	-8.13089
毒	-8.13468
島	-8.13803
哭	-8.13807
病	-8.14123
貨	-8.14417
_	-8.14697
眾	-8.15141
土	-8.1531
兒	-8.15559
省	-8.15903
罪	-8.15919
此	-8.15921
波	-8.1623
初	-8.16234
崩	-8.16562
值	-8.17114
修	-8.17543
離	-8.17569
派	-8.17651
貴	-8.18053
助	-8.18154
際	-8.18324
份	-8.18329
願	-8.19051
貼	-8.1929
壓	-8.19297
呀	-8.19437
責	-8.1968
歷	-8.19984
畫	-8.20041
率	-8.20048
宜	-8.20334
族	-8.20393
驗	-8.20421
配	-8.20485
試	-8.20818
餐	-8.20827
隨	-8.20853
集	-8.20952
粉	-8.21099
亞	-8.21479
局	-8.2152
達	-8.21613
雖	-8.2172
戲	-8.2193
菜	-8.22193
技	-8.22316
寶	-8.22549
鐵	-8.22551
穿	-8.22768
免	-8.2285
據	-8.22855
拜	-8.22954
熱	-8.23411
壞	-8.23588
簡	-8.23695
判	-8.24083
甲	-8.24097
翻	-8.24237
牛	-8.24264
血	-8.24398
楚	-8.24636
態	-8.24877
存	-8.2546
睡	-8.25542
落	-8.26106
贏	-8.26313
課	-8.26488
扁	-8.26603
例	-8.26969
史	-8.27246
稱	-8.27289
蓋	-8.27395
使	-8.27628
況	-8.27917
章	-8.28023
優	-8.28036
挺	-8.28105
港	-8.28219
呵	-8.28229
廣	-8.28341
闆	-8.2842
藝	-8.28607
勝	-8.28622
屎	-8.29052
槍	-8.29338
弟	-8.29479
陳	-8.2982
待	-8.29888
誤	-8.29903
險	-8.29976
福	-8.30134
園	-8.30222
往	-8.30354
七	-8.30451
搭	-8.30576
易	-8.30706
牌	-8.31319
蛆	-8.31366
丟	-8.31658
歌	-8.31911
套	-8.32091
吱	-8.3225
姐	-8.32454
麻	-8.32462
飯	-8.32638
囉	-8.32824
遇	-8.32853
育	-8.32944
乎	-8.33538
潰	-8.3367
夜	-8.33931
居	-8.34331
竟	-8.3442
濟	-8.34588
首	-8.34591
承	-8.34707
廠	-8.34716
執	-8.35348
器	-8.35512
蠻	-8.3563
象	-8.35635
型	-8.35649
扯	-8.35698
擊	-8.36284
雙	-8.36766
並	-8.36849
彈	-8.36907
洲	-8.37185
另	-8.37196
偷	-8.37202
苦	-8.37372
登	-8.37405
背	-8.37634
吸	-8.37729
魚	-8.37954
硬	-8.3801
桶	-8.38066
蛋	-8.3819
抗	-8.38249
坐	-8.38364
健	-8.3846
妳	-8.38525
故	-8.38807
秀	-8.39057
步	-8.39318
乾	-8.39509
源	-8.39886
勢	-8.40465
席	-8.41167
印	-8.41457
止	-8.42066
布	-8.42406
術	-8.429
許	-8.42962
訴	-8.43059
犯	-8.43092
股	-8.4329
句	-8.43488
岸	-8.43583
引	-8.43889
效	-8.44035
預	-8.44035
則	-8.44155
潮	-8.44259
賽	-8.44364
趕	-8.44547
顯	-8.44667
興	-8.44676
娘	-8.44739
癡	-8.44829
談	-8.45226
紀	-8.45492
防	-8.45656
切	-8.45713
終	-8.45744
父	-8.46075
疑	-8.46407
招	-8.46441
練	-8.46664
角	-8.46921
斷	-8.46943
婚	-8.47219
克	-8.47447
搶	-8.48032
展	-8.48169
休	-8.48359
掛	-8.48461
炒	-8.48542
嚴	-8.48592
稅	-8.48789
吳	-8.48889
慘	-8.48921
簽	-8.49175
痛	-8.49206
屌	-8.49385
婆	-8.49669
輯	-8.49817
炸	-8.49975
志	-8.50594
榮	-8.50718
評	-8.50763
傷	-8.50811
六	-8.50878
障	-8.51185
付	-8.51306
批	-8.51351
周	-8.51544
深	-8.51605
普	-8.51863
敗	-8.52005
騎	-8.52018
畢	-8.52111
劇	-8.52176
攻	-8.52429
維	-8.52646
狀	-8.52939
錄	-8.52952
益	-8.53047
藥	-8.53455
滅	-8.53485
慢	-8.5382
浪	-8.54067
惡	-8.54133
盤	-8.54139
追	-8.54218
聖	-8.54529
酒	-8.54539
順	-8.54698
極	-8.55114
肯	-8.55826
衝	-8.56098
隻	-8.56131
速	-8.56152
醒	-8.56179
副	-8.5628
環	-8.563
腳	-8.56313
創	-8.56384
響	-8.56529
喊	-8.56637
城	-8.56837
億	-8.57112
唱	-8.57119
形	-8.5719
武	-8.57279
宣	-8.57507
皮	-8.57678
剩	-8.58048
塊	-8.58092
財	-8.58096
砲	-8.58612
降	-8.58688
輪	-8.58892
忘	-8.59127
秒	-8.59189
研	-8.59217
素	-8.59224
核	-8.5928
禮	-8.59527
款	-8.59743
具	-8.59819
境	-8.59914
私	-8.60278
古	-8.6052
帥	-8.60562
違	-8.60608
架	-8.60643
般	-8.61053
永	-8.61293
製	-8.61499
貓	-8.61605
咖	-8.61758
毛	-8.62312
否	-8.62344
升	-8.62821
列	-8.6298
旅	-8.63276
洪	-8.63689
復	-8.64249
歉	-8.64333
乖	-8.64399
弄	-8.64402
忙	-8.64428
嗆	-8.64468
陽	-8.64479
它	-8.64523
憲	-8.64754
模	-8.64993
邏	-8.65
依	-8.6605
刀	-8.66061
策	-8.66232
良	-8.6624
宗	-8.66325
臭	-8.66336
午	-8.66374
聊	-8.66527
米	-8.66882
抵	-8.66987
層	-8.67201
噁	-8.67303
擔	-8.67547
勒	-8.67664
蘭	-8.68122
注	-8.68834
抄	-8.69018
姓	-8.69198
昨	-8.69275
播	-8.6939
傻	-8.69444
弱	-8.69852
針	-8.69906
鬥	-8.70065
殘	-8.70239
ㄧ	-8.70316
桃	-8.7039
石	-8.70491
戶	-8.7051
煩	-8.70545
究	-8.70666
衣	-8.70717
左	-8.71029
缺	-8.71483
青	-8.71589
讚	-8.71608
獎	-8.71608
屬	-8.71836
悲	-8.71888
息	-8.72152
似	-8.72243
鳥	-8.72255
突	-8.72508
帳	-8.72897
輩	-8.73412
滾	-8.74344
足	-8.74587
圈	-8.74672
測	-8.75212
操	-8.76363
農	-8.76462
適	-8.7714
亡	-8.77203
銷	-8.77523
康	-8.77569
射	-8.78385
禁	-8.78415
袋	-8.78474
善	-8.78646
燒	-8.78878
監	-8.78984
冷	-8.7931
爾	-8.79365
室	-8.80073
偏	-8.8009
麵	-8.80583
賠	-8.80587
羅	-8.80669
替	-8.81026
野	-8.81125
衛	-8.8119
純	-8.81234
威	-8.81906
挑	-8.8195
褲	-8.82194
答	-8.82229
控	-8.82233
異	-8.82408
憐	-8.82562
籍	-8.82676
釋	-8.82724
暴	-8.82886
蛇	-8.82966
移	-8.83045
景	-8.83859
咧	-8.84116
慣	-8.84214
顆	-8.84281
朝	-8.84433
魔	-8.84513
帝	-8.84648
協	-8.85213
增	-8.8547
富	-8.85596
捐	-8.85832
里	-8.85968
右	-8.86022
迷	-8.86113
漲	-8.86231
透	-8.86363
租	-8.86536
j	-8.86687
哦	-8.86796
訊	-8.86906
抽	-8.8692
碼	-8.86966
撞	-8.87094
串	-8.87232
縣	-8.87489
若	-8.87595
附	-8.87701
溫	-8.87752
夢	-8.87766
掰	-8.87817
訓	-8.87849
置	-8.879
吵	-8.88326
杯	-8.88373
筆	-8.88396
顧	-8.88461
狂	-8.88517
懷	-8.8861
致	-8.88857
鐘	-8.89105
即	-8.89203
抱	-8.89362
趣	-8.89691
混	-8.89729
宋	-8.89903
旁	-8.89913
託	-8.90097
鍵	-8.90116
詞	-8.90447
霸	-8.90556
紙	-8.90561
曾	-8.90585
鳳	-8.90628
企	-8.90666
厭	-8.90699
茶	-8.90799
捷	-8.90942
逼	-8.90946
革	-8.91142
豆	-8.91822
含	-8.91962
棄	-8.92155
繳	-8.92256
尊	-8.9274
罰	-8.92988
享	-8.93056
競	-8.93412
哲	-8.93422
露	-8.93882
仔	-8.93917
幣	-8.9399
購	-8.9475
怖	-8.95207
草	-8.95221
懶	-8.9552
脫	-8.957
座	-8.95925
摸	-8.9594
惜	-8.95965
擇	-8.96211
鬧	-8.96387
漢	-8.96428
嚇	-8.96781
舔	-8.96786
奴	-8.97008
賴	-8.97018
密	-8.97069
辛	-8.97313
供	-8.97353
圍	-8.97445
封	-8.97613
敵	-8.97898
欸	-8.98124
役	-8.98144
微	-8.99448
馮	-8.99454
賤	-8.99771
祖	-9.00287
守	-9.00492
刑	-9.00686
厲	-9.00707
慶	-9.0076
肛	-9.00791
刪	-9.01044
街	-9.0107
急	-9.01271
軟	-9.02019
冰	-9.02221
竹	-9.02301
歸	-9.02371
伯	-9.02553
亮	-9.02612
短	-9.02676
典	-9.02917
抹	-9.03111
博	-9.03575
拖	-9.03971
隔	-9.04188
京	-9.04313
訂	-9.04351
夫	-9.04488
累	-9.04838
減	-9.05002
央	-9.0509
砍	-9.05145
按	-9.05227
鮮	-9.059
介	-9.0595
檔	-9.05994
積	-9.06277
戴	-9.06283
令	-9.06405
腿	-9.06439
納	-9.06517
庭	-9.07597
玄	-9.07597
嫌	-9.0771
逃	-9.07755
審	-9.07766
駕	-9.07907
幸	-9.08264
噴	-9.08604
擺	-9.08741
緊	-9.09289
材	-9.09352
陣	-9.09427
拼	-9.09444
仇	-9.10296
賭	-9.10644
旗	-9.10679
誠	-9.10812
牙	-9.11004
尾	-9.11127
授	-9.11162
載	-9.11279
細	-9.11366
申	-9.11396
拆	-9.12035
充	-9.12147
窮	-9.12395
髮	-9.12471
危	-9.1269
蠢	-9.1275
猜	-9.13017
顏	-9.13041
恥	-9.13088
泰	-9.13273
貪	-9.13273
劃	-9.13936
木	-9.14026
挖	-9.1408
姊	-9.14171
泡	-9.14195
扣	-9.14201
辯	-9.14255
項	-9.14345
絲	-9.14351
燈	-9.14532
績	-9.14562
佔	-9.14635
施	-9.1524
坡	-9.1538
倍	-9.15417
熟	-9.15423
盟	-9.15557
激	-9.16297
慮	-9.16396
ㄏ	-9.1642
田	-9.16433
尼	-9.16457
督	-9.16593
穩	-9.16642
飽	-9.16981
閉	-9.1744
洨	-9.17558
銀	-9.17627
堂	-9.17701
鎖	-9.1772
洋	-9.18245
皇	-9.18263
刻	-9.1832
援	-9.18508
雨	-9.18741
趴	-9.19359
唯	-9.19505
箱	-9.19518
骨	-9.196
尿	-9.19721
盡	-9.19791
努	-9.19937
忍	-9.2018
互	-9.20192
罷	-9.20474
插	-9.20544
醜	-9.20705
怒	-9.21013
塞	-9.21129
逆	-9.21226
館	-9.21465
握	-9.21471
虎	-9.2151
邱	-9.21517
割	-9.21614
舊	-9.21711
佛	-9.21925
訪	-9.2214
蘋	-9.2214
靈	-9.22185
伊	-9.22277
階	-9.22322
驚	-9.22741
戀	-9.23036
裁	-9.23312
屋	-9.23708
週	-9.24119
董	-9.24498
偉	-9.24498
洞	-9.24906
既	-9.24926
唸	-9.24926
忠	-9.25463
婦	-9.25497
額	-9.2576
編	-9.25908
哀	-9.26335
妙	-9.26559
堅	-9.26587
豪	-9.26798
俄	-9.26866
呼	-9.2701
胡	-9.27318
擋	-9.27579
您	-9.27696
徵	-9.27758
藏	-9.27771
獲	-9.27875
麥	-9.28116
脆	-9.28456
湯	-9.28831
刷	-9.29431
暗	-9.30014
爺	-9.30028
毀	-9.3012
恩	-9.30247
遺	-9.30403
乳	-9.30445
侵	-9.307
均	-9.30707
默	-9.30934
避	-9.31555
幕	-9.31555
郭	-9.31863
徒	-9.31906
蟲	-9.31949
飲	-9.31999
歧	-9.32021
蔣	-9.32237
範	-9.32323
雲	-9.32482
吉	-9.32605
吹	-9.32728
苗	-9.3312
囧	-9.33214
耳	-9.33345
颱	-9.33608
漫	-9.33761
沙	-9.33798
胖	-9.3382
劉	-9.34098
兇	-9.3412
蘇	-9.34201
散	-9.34399
仁	-9.34399
略	-9.34923
猛	-9.35012
唷	-9.35034
雜	-9.35316
借	-9.35435
拒	-9.35592
謂	-9.35614
烤	-9.35711
曲	-9.358
鍋	-9.35815
仙	-9.36324
偶	-9.36332
村	-9.36866
辣	-9.36873
兄	-9.36889
秋	-9.36919
炮	-9.37168
佳	-9.3757
幻	-9.37654
欺	-9.37722
葉	-9.3834
凌	-9.38409
勇	-9.38417
刺	-9.3844
勤	-9.38478
署	-9.3877
困	-9.39039
須	-9.39837
孫	-9.40086
療	-9.40101
嘉	-9.40304
辭	-9.40437
唉	-9.40688
莫	-9.40782
迫	-9.40892
尤	-9.41135
掌	-9.41183
陰	-9.41538
寧	-9.41696
迎	-9.41783
橋	-9.41886
誇	-9.42037
撐	-9.42395
髒	-9.42571
遭	-9.42579
雷	-9.42659
閱	-9.42747
梗	-9.42755
謊	-9.43131
坦	-9.43292
零	-9.43308
庫	-9.43534
吐	-9.43598
鏡	-9.43808
閃	-9.44132
碰	-9.44303
述	-9.44563
染	-9.44914
童	-9.45168
哩	-9.45209
冠	-9.45348
尻	-9.46281
釣	-9.46289
粹	-9.46347
癥	-9.4653
淚	-9.46846
河	-9.46863
虧	-9.46863
損	-9.47046
玻	-9.47046
踢	-9.47105
艙	-9.47272
延	-9.47306
圓	-9.47322
符	-9.47415
江	-9.47498
賓	-9.47557
干	-9.47675
床	-9.477
璃	-9.48163
烏	-9.48324
漏	-9.48604
玉	-9.48604
辱	-9.4879
隆	-9.49123
丁	-9.49644
複	-9.49824
彩	-9.4997
震	-9.50272
縮	-9.50505
瘋	-9.50852
賊	-9.51095
舞	-9.51408
樹	-9.51863
厚	-9.51933
臨	-9.51933
慰	-9.52109
宮	-9.52197
虛	-9.52346
州	-9.52382
徐	-9.52743
麗	-9.52832
歪	-9.52974
淨	-9.53053
污	-9.53062
湖	-9.53498
煙	-9.54564
躲	-9.54672
糟	-9.55387
乘	-9.55623
捧	-9.55696
渣	-9.55906
拳	-9.56043
鬆	-9.56271
季	-9.56473
栗	-9.5651
搬	-9.56712
桌	-9.56887
寄	-9.57219
春	-9.57265
掃	-9.57302
折	-9.57358
菸	-9.57395
擠	-9.57432
靜	-9.57469
汽	-9.57934
膩	-9.58279
牠	-9.58475
糖	-9.58532
宇	-9.58532
台	-9.58532
欠	-9.58541
船	-9.58616
攤	-9.587
