嘆	TAN4	ㄊㄢ4
嘇	SAN1	ㄙㄢ1
嘈	CAO2	ㄘㄠ2
嘉	JIA1	ㄐㄧㄚ1
嘊	AI2	ㄞ2
嘋	XIAO1	ㄒㄧㄠ1
嘌	PIAO1 PIAO4	ㄆㄧㄠ1 ㄆㄧㄠ4
嘍	LOU5 LOU2	ㄌㄡ5 ㄌㄡ2
嘎	GA1 GA3	ㄍㄚ1 ㄍㄚ3
嘏	GU3 JIA3	ㄍㄨ3 ㄐㄧㄚ3
嘐	XIAO1 JIAO1	ㄒㄧㄠ1 ㄐㄧㄠ1
嘑	HU1 HU4 LA4	ㄏㄨ1 ㄏㄨ4 ㄌㄚ4
嘒	HUI4	ㄏㄨㄟ4
嘓	GUO1	ㄍㄨㄛ1
嘔	OU1 OU3 OU4 XU1 OU5	ㄡ1 ㄡ3 ㄡ4 ㄒㄨ1 ㄡ5
嘕	XIAN1	ㄒㄧㄢ1
嘖	ZE2	ㄗㄜ2
嘗	CHANG2	ㄔㄤ2
嘘	XU1	ㄒㄨ1
嘙	PO2	ㄆㄛ2
嘚	DE2 DE1 DAI1	ㄉㄜ2 ㄉㄜ1 ㄉㄞ1
嘛	MA5	ㄇㄚ5
嘜	MA4	ㄇㄚ4
嘝	HU2	ㄏㄨ2
嘞	LEI5	ㄌㄟ5
嘟	DU1	ㄉㄨ1
嘠	GA1 GA3	ㄍㄚ1 ㄍㄚ3
嘡	TANG1	ㄊㄤ1
嘢	YE3	ㄧㄝ3
嘣	BENG1	ㄅㄥ1
嘤	YING1	ㄧㄥ1
嘦	JIAO4	ㄐㄧㄠ4
嘧	MI4	ㄇㄧ4
嘨	XIAO4 CHI4	ㄒㄧㄠ4 ㄔ4
嘩	HUA1 HUA2	ㄏㄨㄚ1 ㄏㄨㄚ2
嘪	MAI3	ㄇㄞ3
嘫	RAN2	ㄖㄢ2
嘬	ZUO1 CHUAI4	ㄗㄨㄛ1 ㄔㄨㄞ4
嘭	PENG1	ㄆㄥ1
嘮	LAO2	ㄌㄠ2
嘯	XIAO4	ㄒㄧㄠ4
嘰	JI1	ㄐㄧ1
嘱	ZHU3	ㄓㄨ3
嘲	CHAO2 ZHAO1	ㄔㄠ2 ㄓㄠ1
嘳	KUI4	ㄎㄨㄟ4
嘴	ZUI3	ㄗㄨㄟ3
嘵	XIAO1	ㄒㄧㄠ1
嘶	SI1 XI1	ㄙ1 ㄒㄧ1
嘷	HAO2	ㄏㄠ2
嘸	FU3	ㄈㄨ3
嘹	LIAO2 LIAO4	ㄌㄧㄠ2 ㄌㄧㄠ4
嘺	QIAO2	ㄑㄧㄠ2
嘻	XI1	ㄒㄧ1
嘼	XIU4	ㄒㄧㄡ4
嘽	TAN1 CHAN3	ㄊㄢ1 ㄔㄢ3
嘾	TAN2	ㄊㄢ2
嘿	HEI1 MO4	ㄏㄟ1 ㄇㄛ4
噀	XUN4	ㄒㄨㄣ4
噁	E3 WU4	ㄜ3 ㄨ4
噂	ZUN3	ㄗㄨㄣ3
噃	FAN1	ㄈㄢ1
噄	CHI1	ㄔ1
噅	HUI1	ㄏㄨㄟ1
噆	ZAN3	ㄗㄢ3
噇	CHUANG2	ㄔㄨㄤ2
噈	CU4	ㄘㄨ4
噉	DAN4	ㄉㄢ4
噊	YU4	ㄩ4
噋	TUN1 KUO4	ㄊㄨㄣ1 ㄎㄨㄛ4
噌	CHENG1 CENG1	ㄔㄥ1 ㄘㄥ1
噍	JIAO4 JIAO1	ㄐㄧㄠ4 ㄐㄧㄠ1
噎	YE1	ㄧㄝ1
噏	XI1	ㄒㄧ1
噐	QI4	ㄑㄧ4
噑	HAO2	ㄏㄠ2
噒	LIAN2	ㄌㄧㄢ2
噓	XU1	ㄒㄨ1
噔	DENG1	ㄉㄥ1
噕	HUI1	ㄏㄨㄟ1
噖	YIN2	ㄧㄣ2
噗	PU1	ㄆㄨ1
噘	JUE1	ㄐㄩㄝ1
噙	QIN2	ㄑㄧㄣ2
噚	XUN2	ㄒㄨㄣ2
噛	NIE4	ㄋㄧㄝ4
噜	LU1	ㄌㄨ1
噝	SI1	ㄙ1
噞	YAN3	ㄧㄢ3
噟	YING4	ㄧㄥ4
噠	DA1	ㄉㄚ1
噡	DAN1 ZHAN1	ㄉㄢ1 ㄓㄢ1
噢	O1 YU3	ㄛ1 ㄩ3
噣	ZHOU4 ZHUO2	ㄓㄡ4 ㄓㄨㄛ2
噤	JIN4	ㄐㄧㄣ4
噥	NONG2	ㄋㄨㄥ2
噦	YUE3 HUI4	ㄩㄝ3 ㄏㄨㄟ4
噧	HUI4	ㄏㄨㄟ4
器	QI4	ㄑㄧ4
噩	E4	ㄜ4
噪	ZAO4	ㄗㄠ4
噫	YI1	ㄧ1
噬	SHI4	ㄕ4
噭	JIAO4	ㄐㄧㄠ4
噮	YUAN1	ㄩㄢ1
噯	AI3 AI4 AI1	ㄞ3 ㄞ4 ㄞ1
噰	YONG1	ㄩㄥ1
噱	JUE2 XUE2	ㄐㄩㄝ2 ㄒㄩㄝ2
噲	KUAI4	ㄎㄨㄞ4
噳	YU3	ㄩ3
噴	PEN1 PEN4	ㄆㄣ1 ㄆㄣ4
噵	DAO4	ㄉㄠ4
噶	GE2 GA2	ㄍㄜ2 ㄍㄚ2
噷	XIN1 HEN1	ㄒㄧㄣ1 ㄏㄣ1
噸	DUN1	ㄉㄨㄣ1
噹	DANG1	ㄉㄤ1
噻	SAI5	ㄙㄞ5
噼	PI1	ㄆㄧ1
噽	PI3	ㄆㄧ3
噾	YIN1	ㄧㄣ1
噿	ZUI3	ㄗㄨㄟ3
嚀	NING2	ㄋㄧㄥ2
嚁	DI2	ㄉㄧ2
嚂	LAN4 HAN3 LAN2	ㄌㄢ4 ㄏㄢ3 ㄌㄢ2
嚃	TA4	ㄊㄚ4
嚄	HUO4 HUO1	ㄏㄨㄛ4 ㄏㄨㄛ1
嚅	RU2	ㄖㄨ2
嚆	HAO1	ㄏㄠ1
嚇	XIA4 HE4	ㄒㄧㄚ4 ㄏㄜ4
嚈	YA4	ㄧㄚ4
嚉	DUO1	ㄉㄨㄛ1
嚊	XI4	ㄒㄧ4
嚋	CHOU2	ㄔㄡ2
嚌	JI4	ㄐㄧ4
嚍	JIN4	ㄐㄧㄣ4
嚎	HAO2	ㄏㄠ2
嚏	TI4	ㄊㄧ4
嚐	CHANG2	ㄔㄤ2
嚓	CA1	ㄘㄚ1
嚔	TI4	ㄊㄧ4
嚕	LU1	ㄌㄨ1
嚖	HUI4	ㄏㄨㄟ4
嚗	BO2	ㄅㄛ2
嚘	YOU1	ㄧㄡ1
嚙	NIE4	ㄋㄧㄝ4
嚚	YIN2	ㄧㄣ2
嚛	HU4	ㄏㄨ4
嚜	MO4 ME5 MA5	ㄇㄛ4 ㄇㄜ5 ㄇㄚ5
嚝	HUANG1	ㄏㄨㄤ1
嚞	ZHE2	ㄓㄜ2
嚟	LI2	ㄌㄧ2
嚠	LIU2 LIU1	ㄌㄧㄡ2 ㄌㄧㄡ1
嚢	NANG2	ㄋㄤ2
嚣	XIAO1 AO2	ㄒㄧㄠ1 ㄠ2
嚤	MO2	ㄇㄛ2
嚥	YAN4	ㄧㄢ4
嚦	LI4	ㄌㄧ4
嚧	LU2	ㄌㄨ2
嚨	LONG2	ㄌㄨㄥ2
嚩	FU2 PO2	ㄈㄨ2 ㄆㄛ2
嚪	DAN4	ㄉㄢ4
嚫	CHEN4	ㄔㄣ4
嚬	PIN2	ㄆㄧㄣ2
嚭	PI3	ㄆㄧ3
嚮	XIANG4	ㄒㄧㄤ4
嚯	HUO4	ㄏㄨㄛ4
嚰	MO2	ㄇㄛ2
嚱	XI4	ㄒㄧ4
嚲	DUO3	ㄉㄨㄛ3
嚳	KU4	ㄎㄨ4
嚴	YAN2	ㄧㄢ2
嚵	CHAN2	ㄔㄢ2
嚶	YING1	ㄧㄥ1
嚷	RANG3 RANG1	ㄖㄤ3 ㄖㄤ1
嚸	DIAN3	ㄉㄧㄢ3
嚹	LA1	ㄌㄚ1
嚺	TA4	ㄊㄚ4
嚻	XIAO1	ㄒㄧㄠ1
嚼	JIAO2 JUE2 JIAO4	ㄐㄧㄠ2 ㄐㄩㄝ2 ㄐㄧㄠ4
嚽	CHUO4	ㄔㄨㄛ4
嚾	HUAN1	ㄏㄨㄢ1
嚿	HUO4	ㄏㄨㄛ4
囀	ZHUAN4	ㄓㄨㄢ4
囁	NIE4	ㄋㄧㄝ4
囂	XIAO1	ㄒㄧㄠ1
囃	CA4	ㄘㄚ4
囄	LI2 LEI1	ㄌㄧ2 ㄌㄟ1
囅	CHAN3	ㄔㄢ3
囆	CHAI4	ㄔㄞ4
囇	LI4	ㄌㄧ4
囈	YI4	ㄧ4
囉	LUO1 LOU2	ㄌㄨㄛ1 ㄌㄡ2
囊	NANG2	ㄋㄤ2
囋	ZAN4	ㄗㄢ4
囌	SU1	ㄙㄨ1
囍	XI3	ㄒㄧ3
囏	JIAN1	ㄐㄧㄢ1
囐	ZA2 ZAN2	ㄗㄚ2 ㄗㄢ2
囑	ZHU3	ㄓㄨ3
囒	LAN2	ㄌㄢ2
囓	NIE4	ㄋㄧㄝ4
囔	NANG1	ㄋㄤ1
囗	WEI2	ㄨㄟ2
囘	HUI2	ㄏㄨㄟ2
囙	YIN1	ㄧㄣ1
囚	QIU2	ㄑㄧㄡ2
四	SI4	ㄙ4
囜	NIN2	ㄋㄧㄣ2
囝	JIAN3 NAN1	ㄐㄧㄢ3 ㄋㄢ1
回	HUI2	ㄏㄨㄟ2
囟	XIN4	ㄒㄧㄣ4
因	YIN1	ㄧㄣ1
囡	NAN1	ㄋㄢ1
团	TUAN2	ㄊㄨㄢ2
団	TUAN2	ㄊㄨㄢ2
囤	DUN4 TUN2	ㄉㄨㄣ4 ㄊㄨㄣ2
囥	KANG4	ㄎㄤ4
囦	YUAN1	ㄩㄢ1
囧	JIONG3	ㄐㄩㄥ3
囨	PIAN1	ㄆㄧㄢ1
囩	YUN4	ㄩㄣ4
囪	CONG1 CHUANG1	ㄘㄨㄥ1 ㄔㄨㄤ1
囫	HU2	ㄏㄨ2
囬	HUI2	ㄏㄨㄟ2
园	YUAN2	ㄩㄢ2
囮	E2 YOU2	ㄜ2 ㄧㄡ2
囯	GUO2	ㄍㄨㄛ2
困	KUN4	ㄎㄨㄣ4
囱	CONG1 CHUANG1	ㄘㄨㄥ1 ㄔㄨㄤ1
囲	WEI2	ㄨㄟ2
図	TU2	ㄊㄨ2
围	WEI2	ㄨㄟ2
囵	LUN2	ㄌㄨㄣ2
囶	GUO2	ㄍㄨㄛ2
囷	QUN1	ㄑㄨㄣ1
囸	RI4	ㄖ4
囹	LING2	ㄌㄧㄥ2
固	GU4	ㄍㄨ4
囻	GUO2	ㄍㄨㄛ2
囼	TAI1	ㄊㄞ1
国	GUO2	ㄍㄨㄛ2
图	TU2	ㄊㄨ2
囿	YOU4	ㄧㄡ4
圀	GUO2	ㄍㄨㄛ2
圁	YIN2	ㄧㄣ2
圂	HUN4	ㄏㄨㄣ4
圃	PU3	ㄆㄨ3
圄	YU3	ㄩ3
圅	HAN2	ㄏㄢ2
圆	YUAN2	ㄩㄢ2
圇	LUN2	ㄌㄨㄣ2
圈	QUAN1 JUAN4	ㄑㄨㄢ1 ㄐㄨㄢ4
圉	YU3	ㄩ3
圊	QING1	ㄑㄧㄥ1
國	GUO2	ㄍㄨㄛ2
圌	CHUAN2 CHUI2	ㄔㄨㄢ2 ㄔㄨㄟ2
圍	WEI2	ㄨㄟ2
圎	YUAN2	ㄩㄢ2
圏	QUAN1	ㄑㄨㄢ1
圐	KU1	ㄎㄨ1
圑	FU4	ㄈㄨ4
園	YUAN2	ㄩㄢ2
圓	YUAN2	ㄩㄢ2
圔	E4	ㄜ4
圖	TU2	ㄊㄨ2
圗	TU2	ㄊㄨ2
團	TUAN2	ㄊㄨㄢ2
圙	LVE4	ㄌㄩㄜ4
圚	HUI4	ㄏㄨㄟ4
圛	YI4	ㄧ4
圜	YUAN2 HUAN2	ㄩㄢ2 ㄏㄨㄢ2
圝	LUAN2	ㄌㄨㄢ2
圞	LUAN2	ㄌㄨㄢ2
土	TU3	ㄊㄨ3
圠	YA4	ㄧㄚ4
圡	TU3	ㄊㄨ3
圢	TING1 TING3	ㄊㄧㄥ1 ㄊㄧㄥ3
圣	SHENG4 KU1	ㄕㄥ4 ㄎㄨ1
圤	PU3 PU2	ㄆㄨ3 ㄆㄨ2
圥	LU4	ㄌㄨ4
圧	YA1	ㄧㄚ1
在	ZAI4	ㄗㄞ4
圩	WEI2 YU2 XU1	ㄨㄟ2 ㄩ2 ㄒㄨ1
圪	GE1	ㄍㄜ1
圫	YU4 AO4	ㄩ4 ㄠ4
圬	WU1	ㄨ1
圭	GUI1	ㄍㄨㄟ1
圮	PI3	ㄆㄧ3
圯	YI2	ㄧ2
地	DI4 DE5	ㄉㄧ4 ㄉㄜ5
圱	QIAN1	ㄑㄧㄢ1
圲	QIAN1	ㄑㄧㄢ1
圳	ZHEN4	ㄓㄣ4
圴	ZHUO2	ㄓㄨㄛ2
圵	DANG4	ㄉㄤ4
圶	QIA4	ㄑㄧㄚ4
圹	KUANG4	ㄎㄨㄤ4
场	CHANG2 CHANG3	ㄔㄤ2 ㄔㄤ3
圻	QI2 YIN2	ㄑㄧ2 ㄧㄣ2
圼	NIE4	ㄋㄧㄝ4
圽	MO4	ㄇㄛ4
圾	JI2 JI1	ㄐㄧ2 ㄐㄧ1
圿	JIA2	ㄐㄧㄚ2
址	ZHI3	ㄓ3
坁	ZHI3	ㄓ3
坂	BAN3	ㄅㄢ3
坃	XUN1 XUN4	ㄒㄨㄣ1 ㄒㄨㄣ4
坄	TOU2	ㄊㄡ2
坅	QIN3	ㄑㄧㄣ3
坆	FEN2	ㄈㄣ2
均	JUN1 YUN4	ㄐㄨㄣ1 ㄩㄣ4
坈	KENG1	ㄎㄥ1
坉	TUN2	ㄊㄨㄣ2
坊	FANG1 FANG2	ㄈㄤ1 ㄈㄤ2
坋	FEN4	ㄈㄣ4
坌	BEN4	ㄅㄣ4
坍	TAN1	ㄊㄢ1
坎	KAN3	ㄎㄢ3
坏	HUAI4 PI1 PEI2	ㄏㄨㄞ4 ㄆㄧ1 ㄆㄟ2
坐	ZUO4	ㄗㄨㄛ4
坑	KENG1	ㄎㄥ1
坒	BI4	ㄅㄧ4
坓	XING2	ㄒㄧㄥ2
坔	DI4	ㄉㄧ4
坕	JING1	ㄐㄧㄥ1
坖	JI4	ㄐㄧ4
块	KUAI4	ㄎㄨㄞ4
坘	DI3	ㄉㄧ3
坙	JING1	ㄐㄧㄥ1
坚	JIAN1	ㄐㄧㄢ1
坛	TAN2	ㄊㄢ2
坜	LI4	ㄌㄧ4
坝	BA4	ㄅㄚ4
坞	WU4	ㄨ4
坟	FEN2	ㄈㄣ2
坠	ZHUI4	ㄓㄨㄟ4
坡	PO1	ㄆㄛ1
坢	PAN3 PAN4	ㄆㄢ3 ㄆㄢ4
坣	TANG1	ㄊㄤ1
坤	KUN1	ㄎㄨㄣ1
坥	QU1	ㄑㄨ1
坦	TAN3	ㄊㄢ3
坧	ZHI1	ㄓ1
坨	TUO2	ㄊㄨㄛ2
坩	GAN1	ㄍㄢ1
坪	PING2	ㄆㄧㄥ2
坫	DIAN4	ㄉㄧㄢ4
坬	GUA4	ㄍㄨㄚ4
坭	NI2 NI4	ㄋㄧ2 ㄋㄧ4
坮	TAI2	ㄊㄞ2
坯	PI1	ㄆㄧ1
坰	JIONG1	ㄐㄩㄥ1
坱	YANG3	ㄧㄤ3
坲	FO2	ㄈㄛ2
坳	AO4 AO1	ㄠ4 ㄠ1
坴	LIU4	ㄌㄧㄡ4
坵	QIU1	ㄑㄧㄡ1
坶	MU4	ㄇㄨ4
坷	KE3 KE1	ㄎㄜ3 ㄎㄜ1
坸	GOU4	ㄍㄡ4
坹	XUE4	ㄒㄩㄝ4
坺	BA2 BO1	ㄅㄚ2 ㄅㄛ1
坻	CHI2 DI3	ㄔ2 ㄉㄧ3
坼	CHE4	ㄔㄜ4
坽	LING2	ㄌㄧㄥ2
坾	ZHU4	ㄓㄨ4
坿	FU4	ㄈㄨ4
垀	HU1	ㄏㄨ1
垁	ZHI4	ㄓ4
垂	CHUI2	ㄔㄨㄟ2
垃	LA1 LA5	ㄌㄚ1 ㄌㄚ5
垄	LONG3	ㄌㄨㄥ3
垅	LONG3	ㄌㄨㄥ3
垆	LU2	ㄌㄨ2
垇	AO4 AO1	ㄠ4 ㄠ1
垉	PAO2	ㄆㄠ2
型	XING2	ㄒㄧㄥ2
垌	DONG4 TONG2	ㄉㄨㄥ4 ㄊㄨㄥ2
垍	JI4	ㄐㄧ4
垎	KE4	ㄎㄜ4
垏	LU4	ㄌㄨ4
垐	CI2	ㄘ2
垑	CHI3	ㄔ3
垒	LEI3 LEI4 LEI2 LV4	ㄌㄟ3 ㄌㄟ4 ㄌㄟ2 ㄌㄩ4
垓	GAI1	ㄍㄞ1
垔	YIN1	ㄧㄣ1
垕	HOU4	ㄏㄡ4
垖	DUI1	ㄉㄨㄟ1
垗	ZHAO4	ㄓㄠ4
垘	FU2	ㄈㄨ2
垙	GUANG1	ㄍㄨㄤ1
垚	YAO2	ㄧㄠ2
垛	DUO3	ㄉㄨㄛ3
垜	DUO3	ㄉㄨㄛ3
垝	GUI3	ㄍㄨㄟ3
垞	CHA2	ㄔㄚ2
垟	YANG2	ㄧㄤ2
垠	YIN2	ㄧㄣ2
垡	FA2	ㄈㄚ2
垢	GOU4	ㄍㄡ4
垣	YUAN2	ㄩㄢ2
垤	DIE2	ㄉㄧㄝ2
垥	XIE2	ㄒㄧㄝ2
垦	KEN3	ㄎㄣ3
垧	JIONG1 SHANG3	ㄐㄩㄥ1 ㄕㄤ3
垨	SHOU3	ㄕㄡ3
垩	E4	ㄜ4
垫	DIAN4	ㄉㄧㄢ4
垬	HONG2	ㄏㄨㄥ2
垭	WU4 YA4	ㄨ4 ㄧㄚ4
垮	KUA3	ㄎㄨㄚ3
垱	DANG4	ㄉㄤ4
垲	KAI3	ㄎㄞ3
垴	NAO3	ㄋㄠ3
垵	AN3	ㄢ3
垶	XING1	ㄒㄧㄥ1
垷	XIAN4	ㄒㄧㄢ4
垸	HUAN4	ㄏㄨㄢ4
垹	BANG1	ㄅㄤ1
垺	PEI1 FU2 POU2	ㄆㄟ1 ㄈㄨ2 ㄆㄡ2
垻	BA4	ㄅㄚ4
垼	YI4	ㄧ4
垽	YIN4	ㄧㄣ4
垾	HAN4	ㄏㄢ4
垿	XU4	ㄒㄨ4
埀	CHUI2 ZHUI4	ㄔㄨㄟ2 ㄓㄨㄟ4
埁	CEN2	ㄘㄣ2
埂	GENG3	ㄍㄥ3
埃	AI1	ㄞ1
埄	PENG2	ㄆㄥ2
埅	FANG2 FANG1 DI4	ㄈㄤ2 ㄈㄤ1 ㄉㄧ4
埆	QUE4	ㄑㄩㄝ4
埇	YONG3	ㄩㄥ3
埈	XUN4	ㄒㄨㄣ4
埉	JIA2	ㄐㄧㄚ2
埊	DI4	ㄉㄧ4
埋	MAI2 MAN2	ㄇㄞ2 ㄇㄢ2
埌	LANG4	ㄌㄤ4
埍	XUAN4	ㄒㄨㄢ4
城	CHENG2	ㄔㄥ2
埏	YAN2 SHAN1	ㄧㄢ2 ㄕㄢ1
埐	JIN1	ㄐㄧㄣ1
埑	ZHE2	ㄓㄜ2
埒	LEI4	ㄌㄟ4
埓	LIE4	ㄌㄧㄝ4
埔	PU3 BU4	ㄆㄨ3 ㄅㄨ4
埕	CHENG2	ㄔㄥ2
埗	BU4	ㄅㄨ4
埘	SHI2	ㄕ2
埙	XUN1 XUAN1	ㄒㄨㄣ1 ㄒㄨㄢ1
埚	GUO1	ㄍㄨㄛ1
埛	JIONG1	ㄐㄩㄥ1
埜	YE3	ㄧㄝ3
埝	NIAN4	ㄋㄧㄢ4
埞	DI3	ㄉㄧ3
域	YU4	ㄩ4
埠	BU4	ㄅㄨ4
埡	YA4	ㄧㄚ4
埢	JUAN3	ㄐㄨㄢ3
埣	SUI4	ㄙㄨㄟ4
埤	PI2 BEI1 BI4	ㄆㄧ2 ㄅㄟ1 ㄅㄧ4
埥	CHENG1	ㄔㄥ1
埦	WAN3	ㄨㄢ3
埧	JU4	ㄐㄨ4
埨	LUN3 LUN4	ㄌㄨㄣ3 ㄌㄨㄣ4
埩	ZHENG1	ㄓㄥ1
埪	KONG1	ㄎㄨㄥ1
埫	CHONG3	ㄔㄨㄥ3
埬	DONG1	ㄉㄨㄥ1
埭	DAI4	ㄉㄞ4
埮	TAN4	ㄊㄢ4
埯	AN3	ㄢ3
埰	CAI4	ㄘㄞ4
埱	SHU2	ㄕㄨ2
埲	BENG3 BANG4	ㄅㄥ3 ㄅㄤ4
埳	KAN3	ㄎㄢ3
埴	ZHI2	ㄓ2
埵	DUO3	ㄉㄨㄛ3
埶	YI4 SHI4	ㄧ4 ㄕ4
執	ZHI2	ㄓ2
埸	YI4	ㄧ4
培	PEI2 POU3	ㄆㄟ2 ㄆㄡ3
基	JI1	ㄐㄧ1
埻	ZHUN3	ㄓㄨㄣ3
埼	QI2	ㄑㄧ2
埽	SAO4 SAO3	ㄙㄠ4 ㄙㄠ3
埾	JU4	ㄐㄨ4
埿	NI2 BAN4	ㄋㄧ2 ㄅㄢ4
堀	KU1	ㄎㄨ1
堁	KE4	ㄎㄜ4
堂	TANG2	ㄊㄤ2
堃	KUN1	ㄎㄨㄣ1
堄	NI4	ㄋㄧ4
堅	JIAN1	ㄐㄧㄢ1
堆	DUI1	ㄉㄨㄟ1
堇	JIN3	ㄐㄧㄣ3
堈	GANG1	ㄍㄤ1
堉	YU4	ㄩ4
堊	E4	ㄜ4
堋	PENG2 BENG4	ㄆㄥ2 ㄅㄥ4
堌	GU4	ㄍㄨ4
堍	TU4	ㄊㄨ4
堎	LENG4	ㄌㄥ4
堐	YA2	ㄧㄚ2
堑	QIAN4	ㄑㄧㄢ4
堓	AN4	ㄢ4
堕	DUO4 HUI1	ㄉㄨㄛ4 ㄏㄨㄟ1
堖	NAO3	ㄋㄠ3
堗	TU1	ㄊㄨ1
堘	CHENG2	ㄔㄥ2
堙	YIN1	ㄧㄣ1
堚	HUN2	ㄏㄨㄣ2
堛	BI4	ㄅㄧ4
堜	LIAN4	ㄌㄧㄢ4
堝	GUO1	ㄍㄨㄛ1
堞	DIE2	ㄉㄧㄝ2
堟	ZHUAN4	ㄓㄨㄢ4
堠	HOU4	ㄏㄡ4
堡	BAO3 BU3 PU4	ㄅㄠ3 ㄅㄨ3 ㄆㄨ4
堢	BAO3	ㄅㄠ3
堣	YU2	ㄩ2
堤	DI1 TI2	ㄉㄧ1 ㄊㄧ2
堥	MAO2	ㄇㄠ2
堦	JIE1	ㄐㄧㄝ1
堧	RUAN2	ㄖㄨㄢ2
堨	E4 AI4 YE4	ㄜ4 ㄞ4 ㄧㄝ4
堩	GENG4	ㄍㄥ4
堪	KAN1	ㄎㄢ1
堫	ZONG1	ㄗㄨㄥ1
堬	YU2	ㄩ2
堭	HUANG2	ㄏㄨㄤ2
堮	E4	ㄜ4
堯	YAO2	ㄧㄠ2
堰	YAN4	ㄧㄢ4
報	BAO4	ㄅㄠ4
堲	JI2	ㄐㄧ2
堳	MEI2	ㄇㄟ2
場	CHANG2 CHANG3	ㄔㄤ2 ㄔㄤ3
堵	DU3	ㄉㄨ3
堶	TUO2	ㄊㄨㄛ2
堷	YIN4 POU3	ㄧㄣ4 ㄆㄡ3
堸	FENG2	ㄈㄥ2
堹	ZHONG4	ㄓㄨㄥ4
堺	JIE4	ㄐㄧㄝ4
堻	ZHEN1	ㄓㄣ1
堼	FENG1	ㄈㄥ1
堽	GANG1	ㄍㄤ1
堾	CHUAN3 CHUN3 CHUN1	ㄔㄨㄢ3 ㄔㄨㄣ3 ㄔㄨㄣ1
堿	JIAN3	ㄐㄧㄢ3
塂	XIANG4 JIANG3	ㄒㄧㄤ4 ㄐㄧㄤ3
塃	HUANG1	ㄏㄨㄤ1
塄	LENG2	ㄌㄥ2
塅	DUAN4	ㄉㄨㄢ4
塇	XUAN1	ㄒㄨㄢ1
塈	JI4 XI4	ㄐㄧ4 ㄒㄧ4
塉	JI2	ㄐㄧ2
塊	KUAI4	ㄎㄨㄞ4
塋	YING2	ㄧㄥ2
塌	TA1	ㄊㄚ1
塍	CHENG2	ㄔㄥ2
塎	YONG3	ㄩㄥ3
塏	KAI3	ㄎㄞ3
塐	SU4	ㄙㄨ4
塑	SU4	ㄙㄨ4
塒	SHI2	ㄕ2
塓	MI4	ㄇㄧ4
塔	TA3	ㄊㄚ3
塕	WENG3	ㄨㄥ3
塖	CHENG2	ㄔㄥ2
塗	TU2	ㄊㄨ2
塘	TANG2	ㄊㄤ2
塙	QUE4	ㄑㄩㄝ4
塚	ZHONG3	ㄓㄨㄥ3
塛	LI4	ㄌㄧ4
塜	PENG2	ㄆㄥ2
塝	BANG4	ㄅㄤ4
塞	SAI1 SE4 SAI4	ㄙㄞ1 ㄙㄜ4 ㄙㄞ4
塟	ZANG4	ㄗㄤ4
塠	DUI1	ㄉㄨㄟ1
塡	TIAN2	ㄊㄧㄢ2
塢	WU4	ㄨ4
塣	CHENG3	ㄔㄥ3
塤	XUN1 XUAN1	ㄒㄨㄣ1 ㄒㄨㄢ1
塥	GE2	ㄍㄜ2
塦	ZHEN4	ㄓㄣ4
塧	AI4	ㄞ4
塨	GONG1	ㄍㄨㄥ1
塩	YAN2	ㄧㄢ2
塪	KAN3 XIAN4	ㄎㄢ3 ㄒㄧㄢ4
填	TIAN2	ㄊㄧㄢ2
塬	YUAN2	ㄩㄢ2
塭	WEN1	ㄨㄣ1
塮	XIE4	ㄒㄧㄝ4
塯	LIU4	ㄌㄧㄡ4
塱	LANG3	ㄌㄤ3
塲	CHANG2 CHANG3	ㄔㄤ2 ㄔㄤ3
塳	PENG2	ㄆㄥ2
塴	BENG4	ㄅㄥ4
塵	CHEN2	ㄔㄣ2
塶	CU4	ㄘㄨ4
塷	LU3	ㄌㄨ3
塸	OU3 OU1	ㄡ3 ㄡ1
塹	QIAN4	ㄑㄧㄢ4
塺	MEI2 MO4	ㄇㄟ2 ㄇㄛ4
塻	MO4	ㄇㄛ4
塼	ZHUAN1	ㄓㄨㄢ1
塽	SHUANG3	ㄕㄨㄤ3
塾	SHU2	ㄕㄨ2
塿	LOU3	ㄌㄡ3
墀	CHI2	ㄔ2
墁	MAN4	ㄇㄢ4
墂	BIAO1	ㄅㄧㄠ1
境	JING4	ㄐㄧㄥ4
墄	QI1	ㄑㄧ1
墅	SHU4	ㄕㄨ4
墆	DI4 DIE2	ㄉㄧ4 ㄉㄧㄝ2
墇	ZHANG1	ㄓㄤ1
墈	KAN4	ㄎㄢ4
墉	YONG1 YONG2	ㄩㄥ1 ㄩㄥ2
墊	DIAN4	ㄉㄧㄢ4
墋	CHEN3	ㄔㄣ3
墌	ZHI1	ㄓ1
墍	XI4 JI4	ㄒㄧ4 ㄐㄧ4
墎	GUO1 GUO4	ㄍㄨㄛ1 ㄍㄨㄛ4
墏	QIANG3	ㄑㄧㄤ3
墐	JIN4	ㄐㄧㄣ4
墑	DI1	ㄉㄧ1
墒	SHANG1	ㄕㄤ1
墓	MU4	ㄇㄨ4
墔	CUI1	ㄘㄨㄟ1
墕	YAN4	ㄧㄢ4
墖	TA3	ㄊㄚ3
増	ZENG1	ㄗㄥ1
墘	QI2	ㄑㄧ2
墙	QIANG2	ㄑㄧㄤ2
墚	LIANG2	ㄌㄧㄤ2
墜	ZHUI4	ㄓㄨㄟ4
墝	QIAO1	ㄑㄧㄠ1
增	ZENG1	ㄗㄥ1
墟	XU1	ㄒㄨ1
